 #,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Parent Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,Label,ISRC,Explicit
17,"I Bet My Life - Imagine Dragons Remix","Imagine Dragons",124,11B,80,2021-09-01,04:58,21,"modern rock, pop, rock","Pop","I Bet My Life (Remixes)",2015-01-26,61,0,0,17,0,40,-6,A,4,3QA6BNJ54CH5G2nS5OtpGq,"Kid Ina Korner / Interscope",USUM71500853,no
18,"Locked out of Heaven - CAZZETTE's Answering Machine Mix","Bruno Mars, CAZZETTE",128,7A,76,2021-10-08,06:41,30,"dance pop, pop, edm","Electronic, Pop","Locked out of Heaven (Remix)",2013-01-21,79,2,0,64,0,10,-5,D minor,4,7G0by64JaYIEnkFqDb1cZ6,"Atlantic Records",USAT21207622,no
19,"On A Turquoise Cloud - Vocal","Kristin Chenoweth",82,3B,22,2021-10-30,03:04,3,"musicals","Classical, Easy Listening, Pop","Let Yourself Go",2001-01-31,27,97,96,8,0,10,-13,C♯/D♭,4,05FGQgNLCqDTRHo4ZMT8zv,"Sony Classical",USSM10018396,no
20,"数學少女","BURNOUT SYNDROMES",134,9B,86,2021-11-09,01:43,9,"anime, j-rock, j-pop","Pop","文學少女",2015-05-13,62,1,1,80,20,0,-4,G,4,72lTPlMV4DZ5hiWZBTXGPv,"Handmade Music",JPZ921502774,no
21,"Silent","Sawano Hiroyuki",58,7A,6,2021-11-21,04:08,11,"anime, soundtrack","Pop, Classical, Easy Listening","MOBILE SUIT GUNDAM UNICORN Original Motion Picture Soundtrack 2",2012-05-08,15,97,49,4,0,0,-21,D minor,4,0IpuO9X9hXm7Q0TmwsgJ2f,"SUNRISE Music Label",JPP301101513,no
22,"What Child Is This?","Kristin Chenoweth",177,8A,19,2021-11-29,04:11,0,"musicals","Classical, Easy Listening, Pop","A Lovely Way to Spend Christmas",2008-10-17,16,92,0,9,0,10,-12,A minor,3,6cw8LYB3Iruo3HVmdWi2hw,"Sony Classical",USSM10802915,no
23,"The Lord's Prayer","Kristin Chenoweth, George Doering, Michael Thompson, Harvey Mason, Robbie Buchanan, Randy Waldman, Neil Stubenhaus, Eric Rigler",125,8B,13,2021-11-29,02:35,1,"musicals, score, soundtrack, concerto, jazz funk, post-disco, smooth jazz, jazz fusion, big band, celtic","Jazz, Classical, Easy Listening, Pop","A Lovely Way to Spend Christmas",2008-10-17,32,90,0,12,0,10,-13,C,4,6oaOeG0yuJC4IVC3k0ckOR,"Sony Classical",USSM10802919,no
24,"POKER-FACE","BURNOUT SYNDROMES",122,4A,92,2021-12-02,04:43,14,"anime, j-rock, j-pop","Pop","孔雀",2018-02-21,46,1,0,30,0,30,-5,F minor,4,6xZO8HFoZvpeHxzDCwSlRL,"Sony Music Labels Inc.",JPU901704125,no
25,"I←Na←Ra←Ke←Ha←Ki←Se←No←E←Ma","Sawano Hiroyuki",81,6A,73,2021-12-06,04:12,5,"anime, soundtrack","Pop, Classical, Easy Listening","青の祓魔師 劇場版 オリジナル・サウンドトラック",2012-12-19,49,17,48,30,0,10,-12,G minor,4,723pVL1tpEobFUJT1L25pJ,"Aniplex Inc.",JPE301203029,no
26,"Khaista Lalai","Ghezaal Enayat",130,10A,67,2021-12-15,04:11,0,"afghan pop","","Attan",2021-05-26,66,2,0,42,0,0,-6,B minor,4,7FXdQaKGbPtVr9RxYWB7bF,"Ghezaal Enayat",USJ3V2069050,no
27,"数學少女Z","BURNOUT SYNDROMES",131,12A,86,2021-12-23,02:55,14,"anime, j-rock, j-pop","Pop","BURNOUT SYNDROMEZ",2020-03-24,54,1,3,16,0,10,-6,C♯/D♭ minor,4,4lwlswjm3cLpmbukVbN8Z5,"Sony Music Labels Inc.",JPU902000433,no
28,"Qahramanan","Ghezaal Enayat",129,11A,85,2021-12-24,04:05,0,"afghan pop","","Qahramanan",2020-09-24,69,42,0,66,10,30,-3,F#/G♭ minor,4,2hUHVyq1QmQn0jLqtKDN6J,"PB Studio",FRX872015221,no
29,"Doste Badet","Ghezaal Enayat",197,8B,79,2021-12-24,03:41,17,"afghan pop","","Doste Badet",2020-10-12,41,19,0,61,20,40,-6,C,1,4gaRmfVrx0Qo34brizmK4S,"Hop Entertainment",DEXM82104350,no
30,"Can't Feel My Face - Martin Garrix Remix","The Weeknd, Martin Garrix",128,8A,72,2021-12-31,04:12,51,"canadian contemporary r&b, canadian pop, pop, edm, progressive house, electronica","Electronic, Pop","Can't Feel My Face (Martin Garrix Remix)",2015-11-06,61,1,0,12,10,30,-6,A minor,4,22SXyL6pUjwIvGWvgGjLov,"The Weeknd/Lyric",USUG11501540,no
31,"Gifted","French Montana, The Weeknd",140,1A,81,2022-01-01,04:08,51,"hip hop, pop rap, rap, southern hip hop, trap, canadian contemporary r&b, canadian pop, pop","Pop, Hip Hop","Excuse My French (Deluxe)",2013-01-01,50,1,0,40,0,10,-4,G#/A♭ minor,4,7muBxnSg5UXgBXLOyVF96D,"Bad Boy / Interscope",USUM71303787,yes
32,"Selfish - M-22 Remix","Dimitri Vegas & Like Mike, Era Istrefi, M-22",124,6A,96,2022-01-11,03:10,32,"big room, electronica, edm, albanian hip hop, albanian pop, kosovan pop, house, pop dance","Hip Hop, Pop, Electronic","Selfish (M-22 Remix)",2019-04-12,74,3,35,66,0,30,-6,G minor,4,3Id3L39kmlEZCgSrfOtKwQ,"Epic Amsterdam",BEG851900055,no
33,"Selfish - Ale Mora Remix","Dimitri Vegas & Like Mike, Era Istrefi, Ale Mora",129,4B,88,2022-01-18,03:20,18,"big room, electronica, edm, albanian hip hop, albanian pop, kosovan pop","Hip Hop, Pop, Electronic","Selfish (The Remixes)",2019-04-19,41,1,0,53,10,10,-5,G#/A♭,4,1ReI4ZlpCqZA8AyeWf418b,"Epic Amsterdam",BEG851900049,no
34,"Sayonara детка [Rompasso Remix]","Eldzhey, Era Istrefi",128,12A,94,2022-02-07,03:13,0,"russian hip hop, russian pop, albanian hip hop, albanian pop, kosovan pop","Hip Hop, Pop","Sayonara детка [Rompasso Remix]",2019-08-09,72,0,0,67,50,20,-4,C♯/D♭ minor,4,5g0lFF7vVVmjX2xDsR72so,"Effective Records",RUB421901330,no
35,"[104EYES-29CA2]suite-3楽章","Sawano Hiroyuki",98,7A,70,2022-02-08,04:34,21,"anime, soundtrack","Pop, Classical, Easy Listening","劇場版 七つの大罪 天空の囚われ人　オリジナル・サウンドトラック",2014-00-00,43,38,95,9,0,10,-10,D minor,3,3EO7ejGPeuEmNzMz0LrIAg,"Aniplex Inc.",JPE301800242,no
36,"PT-16:罪","Sawano Hiroyuki",75,4B,4,2022-07-04,02:14,25,"anime, soundtrack","Pop, Classical, Easy Listening","七つの大罪 オリジナル・サウンドトラック 2",2015-04-08,24,95,74,5,0,10,-23,G#/A♭,5,1KCkKJywUBIeqxnZjqPPCz,"Aniplex Inc.",JPE301500207,no
37,"KK9(m19)","Sawano Hiroyuki",114,6A,3,2022-07-28,02:10,11,"anime, soundtrack","Pop, Classical, Easy Listening","甲鉄城のカバネリ COMPLETE SOUNDTRACK",2019-04-24,23,94,91,6,0,10,-23,G minor,4,1a0JBGVyhUUVdynns4LoRo,"Aniplex Inc.",JPE301600442,no
38,"5in4","Sawano Hiroyuki",164,9B,42,2022-08-19,05:46,7,"anime, soundtrack","Pop, Classical, Easy Listening","Thunderbolt Fantasy 東離劍遊紀　オリジナルサウンドトラック",2016-08-24,33,0,85,16,0,0,-11,G,4,6QCAK3p65GSEPT51oOwrXH,"Aniplex Inc.",JPE301600619,no
39,"tfpf2","Sawano Hiroyuki",89,5A,14,2022-08-19,02:39,5,"anime, soundtrack","Pop, Classical, Easy Listening","Thunderbolt Fantasy 東離劍遊紀　オリジナルサウンドトラック",2016-08-24,35,90,84,4,0,20,-24,C minor,3,0I46U4NESfvYwmXw3cK11O,"Aniplex Inc.",JPE301600630,no
40,"Kareki is burning!!","NICO Touches the Walls",124,10A,90,2022-10-18,03:01,4,"anime, j-rock, j-pop","Pop","Howdy!! We are ACO Touches the Walls 〜STAR SERIES〜",2019-06-12,45,69,0,4,10,40,-18,B minor,4,3GUWBXbB1tLmXE7qt8kTuH,"Sony Music Labels Inc.",JPU901801921,no
41,"君は僕のもの","NICO Touches the Walls",94,10B,69,2022-10-19,04:50,6,"anime, j-rock, j-pop","Pop","TOKYO Dreamer",2014-08-20,62,12,0,60,0,30,-6,D,4,6wsC37zWRAdbr2PpSDYKPI,"Sony Music Labels Inc.",JPU901400758,no
42,"Apetitan","Sawano Hiroyuki",96,10A,74,2022-12-19,05:31,49,"anime, soundtrack","Pop, Classical, Easy Listening","TV Anime  Attack on Titan Season 2  (Original Soundtrack)",2017-06-07,20,0,75,9,0,0,-9,B minor,3,3115D00LQjPPbLqfeuEWES,"PONY CANYON",JPPC01700988,no
43,"Pf:Creators","Sawano Hiroyuki",110,8B,64,2023-02-04,02:24,9,"anime, soundtrack","Pop, Classical, Easy Listening","Re:CREATORS Original Soundtrack",2017-06-14,76,73,82,96,0,0,-8,C,4,0hoOMi5hKiGlL8hWGwmWwL,"Aniplex Inc.",JPE301700418,no
44,"God々-ground2SAY310","Sawano Hiroyuki",96,11B,60,2023-02-04,04:33,6,"anime, soundtrack","Pop, Classical, Easy Listening","Re:CREATORS Original Soundtrack",2017-06-14,65,5,90,37,0,0,-12,A,4,1e4mHKFX7g25ZiOrizYSr6,"Aniplex Inc.",JPE301700429,no
45,"Symphonicsuite (Aot) Part1-4th: 7-B@$","Sawano Hiroyuki",174,7B,30,2023-02-08,05:17,37,"anime, soundtrack","Pop, Classical, Easy Listening"," Attack on Titan  Season 3 Original Soundtrack",2019-08-26,14,3,77,4,0,10,-15,F,5,6q1VNdn8ey5ij1cHYJclyg,"PONY CANYON INC.",JPPC01900862,no
46,"Aots3-3Spens / 21seki","Sawano Hiroyuki",92,11B,75,2023-02-08,06:32,35,"anime, soundtrack","Pop, Classical, Easy Listening"," Attack on Titan  Season 3 Original Soundtrack",2019-08-26,35,1,92,17,0,0,-11,A,4,4Exe7BRIjwlw2pfWZeSYRN,"PONY CANYON INC.",JPPC01900864,no
47,"Aots3-1000ryaku","Sawano Hiroyuki",134,11B,49,2023-02-10,03:27,35,"anime, soundtrack","Pop, Classical, Easy Listening"," Attack on Titan  Season 3 Original Soundtrack",2019-08-26,56,20,92,32,0,10,-11,A,4,5Kx51FZr5ePeHG0eKUk1Wn,"PONY CANYON INC.",JPPC01900876,no
48,"1A1a","Sawano Hiroyuki",76,3A,59,2023-02-22,03:57,5,"anime, soundtrack","Pop, Classical, Easy Listening","群青のファンファーレ オリジナル・サウンドトラック",2022-06-08,33,20,77,32,0,10,-12,A#/B♭ minor,5,6MvbdSSUVlpfBgRSaQwDgX,"Aniplex Inc.",JPE302200589,no
49,"You My Love (with Percy Faith & His Orchestra)","Doris Day, Percy Faith & His Orchestra",137,10B,28,2023-04-29,03:09,11,"adult standards, big band, orchestral","Easy Listening, Jazz","Young At Heart (Bonus Tracks)",1954-04-01,23,88,0,10,0,30,-12,D,4,6IUkQB48JKRvdyVFHYytWo,"Columbia/Legacy",USSM10315445,no
50,"The Children's Marching Song (Nick Nack Paddy Whack) (with Jimmy Joyce & His Children's Chorus)","Doris Day, Jimmy Joyce & His Children's Chorus",208,7B,68,2023-10-12,01:53,4,"adult standards, big band","Easy Listening, Jazz","With A Smile And A Song",1960-07-11,52,74,0,93,10,0,-11,F,3,0UHpmhRxUoWm9HI64FjFTH,"Columbia/Legacy",USSM10301661,no
51,"My Darling, My Darling","Doris Day, Buddy Clark",66,9B,7,2023-12-06,02:31,13,"adult standards, big band","Easy Listening, Jazz","16 Most Requested Songs - Encore!",1993-06-22,40,98,0,28,0,50,-18,G,4,3R7A6Z3hZxudBkSJB9n7lD,"Columbia/Legacy",USSM14800004,no
52,"Freddie, Get Ready - My Dream Is Yours (1949)","Doris Day",90,8B,46,2023-12-06,02:54,0,"adult standards, big band","Easy Listening, Jazz","It's Magic, Doris Day: Her early years at Warner Bros.",1998-00-00,69,84,0,73,10,20,-10,C,4,2jLOFDhPkHh9BbdTnNmmu7,"Sony Classical",UST1C0101005,no
53,"Anything You Can Do","Doris Day, Robert Goulet",84,11B,35,2023-12-13,03:30,9,"adult standards, big band","Easy Listening, Jazz","25 Movie Greats",2003-00-00,64,90,0,60,20,10,-12,A,4,3UjQDOTTGq4ACmphqOuj17,"Columbia",USSM10300174,no
54,"What About Me (feat. Post Malone)","Lil Wayne, Post Malone",118,6B,46,2023-12-19,03:36,43,"rap, hip hop, dfw rap, melodic rap, pop","Hip Hop, Pop","What About Me",2018-11-10,77,3,0,19,0,10,-6,A#/B♭,4,6lTLgWznUomxzmQpkqGPdF,"Young Money Records, Inc.",USUG11802152,no
55,"YOU","Neptune, Post Malone",134,3A,58,2023-12-19,03:42,46,"social media pop, dfw rap, melodic rap, pop, rap","Hip Hop, Pop","YOU",2018-02-14,71,8,0,68,0,10,-7,A#/B♭ minor,4,0Lvz0ejD5FfJ5tPsvDUpz3,"Neptune",QM24S1802425,no
56,"Celebrate (feat. Travis Scott & Post Malone)","DJ Khaled, Travis Scott, Post Malone",67,8A,71,2023-12-21,03:26,54,"hip hop, miami hip hop, pop rap, rap, dfw rap, melodic rap, pop","Hip Hop, Pop","Father Of Asahd",2019-05-17,36,27,0,31,0,20,-3,A minor,4,0b6UoVjUzFyZNpHI0aAhKt,"Epic/We The Best",USSM11903539,no
57,"What You Say (feat. Post Malone & The Kid LAROI)","YoungBoy Never Broke Again, Post Malone, The Kid LAROI",142,9A,71,2023-12-21,04:03,46,"baton rouge rap, rap, dfw rap, melodic rap, pop, australian hip hop","Hip Hop, Pop","Don't Try This At Home",2023-04-21,56,3,0,13,0,80,-5,E minor,4,112EmZwJNonJymivU3KOVl,"Never Broke Again/Motown Records",USUG12302390,yes
58,"Thumbalina","Mac Miller",96,7A,79,2024-01-24,03:06,50,"hip hop, pittsburgh rap, rap","Hip Hop","Faces",2021-10-15,54,7,0,69,40,60,-5,D minor,4,0e3F544UPt7TwDluSehl8w,"Warner Records",USWB12103327,yes
59,"Son Todas Putas","Árbol",53,2A,45,2024-02-12,01:39,20,"argentine rock","","Chapusong",2002-01-01,47,52,0,67,40,10,-16,D#/E♭ minor,4,0sKJTJL7lrIsztVQqYn6tG,"Surco",ARF140200088,yes
60,"Psicodelia arbolera","Árbol",120,4B,79,2024-02-26,04:08,2,"argentine rock","","Psicodelia arbolera",2023-12-15,47,0,1,23,0,0,-6,G#/A♭,4,1rAbshnvEsArNPwW4vUR1L,"árbol",ARN732300013,no
61,"Flying On My Own","Céline Dion",120,10A,71,2024-08-11,03:31,46,"variété française","","Courage (Deluxe Edition)",2019-11-15,56,1,0,18,0,10,-6,B minor,4,6PoR04VZAFYE4xY3MxLuq4,"Columbia",CAC221900026,no
62,"Set My Heart On Fire (I'm Alive x And The Beat Goes On)","Majestic, The Jammin Kid, Céline Dion",120,5A,87,2024-08-17,02:59,29,"uk dance, variété française","","Set My Heart On Fire (I'm Alive x And The Beat Goes On) [The Jammin Kid Mash-Up]",2024-05-31,55,3,0,58,20,10,-5,C minor,4,2EEU8oP05qnqfsS9DCctVe,"Columbia",GBARL2400539,no
63,"Set My Heart On Fire (I'm Alive x And The Beat Goes On) - Majestic VIP Mix","Majestic, The Jammin Kid, Céline Dion",130,5A,89,2024-08-17,03:09,18,"uk dance, variété française","","Set My Heart On Fire (I'm Alive x And The Beat Goes On)",2024-06-07,62,1,15,57,0,10,-6,C minor,4,3oWGFrVAEdWjXBhJ4AN7ED,"Columbia",GBARL2400745,no
64,"Lovin' You (Remaster)","Bonjour Suzuki",110,8B,78,2024-09-01,04:33,4,"shibuya-kei","","Lollipopシンドローム (Remaster)",2017-08-09,29,37,0,8,0,10,-7,C,4,58H1rW5VZS1EiZtJy724ph,"2.5D PRODUCTION",JPS809919157,no
65,"Pipo Password（☆Taku Takahashi Remix）","TeddyLoid, Bonjour Suzuki",101,12A,75,2024-09-05,04:53,15,"vocaloid, shibuya-kei","","Pipo Password",2016-06-22,68,9,0,60,0,10,-4,C♯/D♭ minor,4,0zgvWDRWRlVCvc43LZKsXi,"FlyingDog",JPVI01610400,no
66,"Comes Love - False Start / Take 2","Billie Holiday",99,3A,4,2024-12-18,00:32,15,"jazz, vocal jazz, big band, swing music","Jazz","Body and Soul",1957-01-01,74,70,0,68,30,10,-17,A#/B♭ minor,3,0JaxpDkgOWeT8OmbsRSh13,"Verve Reissues",USGR10111037,no
67,"I Get Along Without You Very Well - Takes 1 & 2","Billie Holiday",92,5B,25,2025-01-14,00:54,4,"jazz, vocal jazz, big band, swing music","Jazz","Lady In Satin: The Centennial Edition",1958-06,26,81,56,25,0,20,-15,D#/E♭,4,6Li6dwhvTZY5e2nokayYnL,"OKEH",USSM11500370,no
68,"Until We're Skin & Bones","The Weeknd",67,5A,99,2025-02-14,00:22,21,"canadian contemporary r&b, canadian pop, pop","Pop","Hurry Up Tomorrow",2025-01-31,31,0,85,29,10,40,-6,C minor,4,6jDGDtQPC46pFqxph3qdbD,"XO / Republic Records",USUG12501131,no
69,"Let Me Tell You Babe","The Troggs",112,6B,73,2025-03-14,02:56,5,"proto-punk","","Trogglodynamite",1967-02-10,72,17,1,71,0,0,-14,A#/B♭,4,1jrLXdMfns1VvA5YFFgN54,"UMC (Universal Music Catalogue)",GBUM71905494,no
70,"Angels Protect This Home - Bonus Track","Billy Ray Cyrus, Miley Cyrus",139,4B,4,2025-04-03,08:57,12,"country rock, pop","Pop","Thin Line",2016-10-07,25,99,6,3,0,10,-18,G#/A♭,4,2Ba8bhtm8ZD4IkLcxWCMAE,"BCM",QMN8G1600015,no
71,"Tulsa Time (feat. Noah Cyrus and Derek Jones) - Rokman Remix","Billy Ray Cyrus, Noah Cyrus, Derek Jones",130,12B,90,2025-04-14,02:59,8,"country rock, alt z, pop, outlaw country","Pop","Set The Record Straight",2017-11-10,75,5,0,73,0,70,-6,E,4,4a25S9bdS4kOTZMas6CBDO,"Flatwoods Records",QMDPP1700549,no
72,"A New Day (feat. Celine Dion)","Sebastian Ingrosso, Céline Dion",132,2A,72,2025-07-25,03:27,70,"edm, variété française","Electronic","A New Day (feat. Celine Dion)",2025-07-25,44,29,4,34,10,20,-7,D#/E♭ minor,4,0NRIWkmQiSoIaEs3wvoSS7,"SUPERHUMAN MUSIC",US38Y2560326,no
73,"Nanjaaa!Koryaaa!!!","Sawano Hiroyuki",124,10A,79,2025-08-27,02:20,0,"anime, soundtrack","Pop, Classical, Easy Listening","映画「彼岸島」オリジナル・サウンドトラック",2010-01-06,23,68,22,7,0,10,-15,B minor,1,0TQraNd76ed7r632FWqMqY,"EMI MUSIC JAPAN INC.",JPTO00902792,no
74,"AVALANCHE -Album ver. - Instrumental","UVERworld",160,1B,77,2025-09-27,04:23,5,"anime, j-rock, j-pop","Pop","INSTRUMENTALS-∞",2022-07-20,56,1,39,44,0,10,-7,B,4,77MlqZeoEHpxIjdLJPbez2,"Sony Music Labels Inc.",JPU902201433,no
75,"ナノ・セカンド - Instrumental","UVERworld",140,4A,74,2025-10-04,04:56,6,"anime, j-rock, j-pop","Pop","INSTRUMENTALS-∞",2022-07-20,57,0,39,34,0,30,-7,F minor,4,0qVogt0oWmxqOuMETn6Mea,"Sony Music Labels Inc.",JPU902202207,no
76,"ENIGMASIS","UVERworld",167,4A,57,2025-10-07,01:28,26,"anime, j-rock, j-pop","Pop","ENIGMASIS",2023-07-19,43,3,33,31,0,0,-9,F minor,4,2Y7EoumGOrCs1ttIFRKSPk,"Sony Music Labels Inc.",JPU902302760,no
77,"7日目の決意（2013年11月9日ボイスメモ）","UVERworld",94,1A,37,2025-10-13,00:48,5,"anime, j-rock, j-pop","Pop","7日目の決意",2014-06-18,52,89,0,96,0,60,-9,G#/A♭ minor,4,05QmVgVnbpLY1G4EZd6ywS,"Sony Music Labels Inc.",JPU901400382,no
78,"ピグマリオン - Instrumental","UVERworld",115,3B,38,2025-10-14,04:38,3,"anime, j-rock, j-pop","Pop","ピグマリオン",2022-08-17,32,3,0,27,0,0,-8,C♯/D♭,4,3wAn6g24QqxzpIxo7sem2a,"Sony Music Labels Inc.",JPU902202676,no
79,"nightmare feathers_","Cö shu Nie",90,9B,44,2025-11-05,00:56,19,"anime, j-rock, j-pop","Pop","Flos Ex Machina",2022-03-16,21,91,0,6,0,10,-12,G,4,22FdLdK7oGuBiBfc1yc8cB,"Sony Music Labels Inc.",JPU902200400,no
80,"Cold Heart - The Blessed Madonna Remix","Elton John, Dua Lipa, The Blessed Madonna",126,3A,89,2025-11-15,02:53,41,"glam rock, mellow gold, piano rock, rock, pop, edm, uk dance","Electronic, Pop","Cold Heart (The Blessed Madonna Remix)",2021-09-10,62,2,66,19,0,10,-10,A#/B♭ minor,4,0AXik9eoKYsfRYzJdS2GXH,"EMI",GBUM72105731,no
81,"Cold Heart - The Blessed Madonna Extended Mix","Elton John, Dua Lipa, The Blessed Madonna",126,3A,85,2025-11-15,04:33,37,"glam rock, mellow gold, piano rock, rock, pop, edm, uk dance","Electronic, Pop","Cold Heart (The Blessed Madonna Remix)",2021-09-10,69,3,78,13,0,0,-12,A#/B♭ minor,4,4CftE0THr80H6rgc4PiLad,"EMI",GBUM72105700,no
82,"Hold Me Closer","Elton John, Britney Spears",126,8B,75,2025-11-15,03:22,68,"glam rock, mellow gold, piano rock, rock, pop","Pop","The Lockdown Sessions",2021-10-22,67,7,0,49,0,20,-5,C,4,5TJEBoTCDbJXiKMdCN9pd3,"EMI",GBUM72205030,no
83,"Hold Me Closer - Joel Corry Remix","Elton John, Britney Spears, Joel Corry",126,8B,90,2025-11-15,04:08,52,"glam rock, mellow gold, piano rock, rock, pop, dance pop","Pop","Hold Me Closer (Joel Corry Remix)",2022-10-07,64,1,0,12,0,20,-5,C,4,5KbhvaeqKIB2bZcJMyfezl,"EMI",GBUM72206569,no
84,"Gardenias From Louis","Diana Ross",142,7B,47,2026-01-24,02:03,6,"motown, disco","","Lady Sings The Blues",1972-10-01,61,80,0,29,90,90,-17,F,5,15QPc7ZCKgi4onLzEMfplC,"UNI/MOTOWN",USMO10000737,no
